No.,Social_acceptance,Comment
6725,No,তুই যে নানান তামাশার জিনিস হবে কিংবা তকে বানাবে এটা বিধর্মীদের অনেক আগের পরিকল্পনা....আল্লাহ কাকে ইজ্জত দান করবেন তা আল্লাহই ভাল জানেন।
6726,No,এক চামুচ বেশি বুঝে।
6727,Yes,"বিনে পয়সায় সার্ভিস দিচ্ছে ভালোই তো,, তো এটাকে অন্যদের জানানোর দরকার কি?"
6728,Yes,বুদ্ধি বেশি হলে বুদ্ধি প্রতিবন্ধী হইয়া যায়
6729,Yes,সয়তান
6730,Yes,এই জন্যই পশ্চিমারা তুমাকে তাদের কোলে তোলেছে।
6731,Yes,"মালা নোবেল পেতে পারে,,,,তবে এটা মোসলিমদের বিতর্ক,,,,,এটা হলো মোসলিম ব্যতীত অন্য জাতির ভালবাাসা"
6732,Yes,নবেল থাকতে স্বামী কি দরকার
6733,Yes,"নাজমুল ভাই,কোথায় ছিলে এতো দিন। হঠাৎ এতো বড় বড় কথা কোথায় থেকে শিখলে।"
6734,Yes,জাতি এ আলেমদের দেখতে চায় সত্যি তারা মুসলিম কিনা
6735,Yes,এগুলোর মইধ্যে তাবিজ বিক্রেতা কয়টা ?
6736,Yes,ডিস্টার্ব করবেন না। সীমিত পরিসরে বান্ধবী নিয়া ঘুরতাম গেছি। পরকীয়ার মজাই আলাদা।
6737,Yes,উলামায়ে চু.....
6738,Yes,"কয়দিন আগে শুনলাম সরকারকে টেনে হিচড়ে ক্ষমতা থেকে নামাবে হেফাজত। আজ হেফাজতের আমির বাবুনগরী ভিডিওবার্তা দিয়ে বললেন, কাউকে ক্ষমতায় বসানো বা ক্ষমতা থেকে নামানোর কাজ হেফাজতের না। একটি কুচক্রি মহল নাকি গুজব ছড়াচ্ছে। সরকার যেন এসব গুজবে কান না দেয়। আরো বললেন কোন পার্টির এজেন্ডা বাস্তবায়নও হেফাজত করতে দিবে না।"
6739,Yes,জেলের ভেতর যদি মহিলা কয়েদি থাকে তবে তার সাথে উনার আরেকটা মানবিক `শাদি` করিয়ে দেওয়ার আকুল আবেদন জানাচ্ছি জেল কমিটির প্রতি।
6740,Yes,লক্ষ তাঁরার চেয়েও একজন যোগ্য সন্তান ভালো ।ষোল পাতা লিখে একজন ষোল আর একজন দুই পাতা লিখে পায় নিরা নব্বই । হাজার রবিন্দ্রনাই হাজার হাজার নজরুল নাই হাজার বংগ বন্ধুনাই হাজার হাজার বিশ্ব নবী নাই । আপনি কোরআন বিরোধী কথা বলছে ।আপনি সংখ্যার বিবেচনায় কথা বলছেন সকল ক্ষেত্রে সংখ্যাবিবেচ্য নয় ।ভন্ড নবুয়তের দাবীদার মোট চার বা তার চেয়ে বেশী ছিল ।ফেকার কিতাবে বলা আছে লিল আকছারে হুকমুল কুল ।এটা ক্ষেত্রে সংখ্যা প্রযোজ্য ।আল কোরআনে বলা আছে আকছারুহুম লাইয়াকিলুন ।আপনি বাষাট্টি সংখ্যা দেখে নাচ শুরু করছেন। আপনি যেই হউন নাচা নাচি কোম করেণ ।শেখ হাসিনার শাষণ কাল বাংলার হাজার বছরের শ্রেষ্ট শাসন কাল ।আপনারা আলেম করে নাচা নাচি শুরু করছেন ।আপনি একভাষ্কর্য নিয়ে বুড়ি গংগায় চুবাবেন আর এক ভাষ্কার্যে বছরে উনিশ লাখ টাকা খরচ হচ্ছে তানিয়ে কথা বলবেন ঐ রাজাকারি ইসলাম ধর্মনিয়ে ব্যবসা বাংলার মুসলমান করতে দেবেনা।এ দেশে ইসলাম প্রতিষ্ঠিত হয়েছে মুসলিম শাষকদের পৃষ্ঠপোষকতায় ।হযরত শাহজালাল শাহপরাণ শাহমাখধূম হাজারো আউলিয়াদের মাধ্যেমে ।আপনাদের মাধ্যেমে না ।আপনার শুধু ধর্মের নামে অপব্যাখ্যাদিয়ে রাস্তার পাশে টেবিল রেখে মাইক লাগিয়ে বাড়ী বাড়ী ছালাবস্তা নিয়ে সরকারী জায়গা জমিতে মাদ্রাসা মসজিদ উঠিয়ে বানীয়ে টাকা পয়শা ইনকাম করে যখন সুযোগ পাচ্ছেন আন্দোলনের কর্মসূচী দিয়ে প্রজম্ম থেকে নষ্ট করে যাচ্ছেন।
6741,Yes,এইসব নিউজ দেখলে মনে হই আমাদের জন্ম যাহা লিখিবা তাহাই বিশ্বাস করিব। ৬২ জন ফতুয়া দিছে সব গুলা জেনারেল লাইন এর মুফতি । মাদ্রাসার বারান্দাও পা পরে নাই।
6742,Yes,"এবার বোঝ,,,!"
6743,Yes,অই ৬২ জন আলেম কারা???? বাংলাদেশে কিন্তু ওলামালীগ আছে। নিশ্চই তারা
6744,Yes,লে হালুয়া...
6745,No,চলিতেছে সার্কাস!!
6746,Yes,জন সিন্নিখোরের বিবৃতি।
6747,No,খেলা শুরু
6748,Yes,"নাও,,, খেলা দেখ"
6749,No,বাইচত
6750,Yes,অভিনন্দন
6751,Yes,যারা বিভিন্ন চাকরির পরীক্ষার প্রস্ততি গ্রহণ করছেন তারা নিচের পেজে নিজে লাইক দিয়ে রাখুন এবং আপনার বন্ধুদের ইনভাইট করুন আসা করি উপকার পাবেন
6752,Yes,মুদী মাদারচোদ মুদী মাদারচোদ
6753,Yes,এই দিকে মুসলিমদের জাতীয় মসজিদের সামনে রক্ত ঝড়ে সাধারন মানুষের।।অন্যদিকে নরেন্দ্র মোদি এসে পূজা দেয় সাতক্ষীরার মন্দিরে। এটাই আমাদের 90% মুসলমানের বাংলাদেশ দেশ_এখন_অলিখিত_২য়_সিকিম
6754,No,"সবাই ধীরে সুস্থে গালাগালি করুন। ধাক্কা ধাক্কি করবেন না। সামাজিক দূরত্ব বজায় রেখে গালা-গালি করুন। উত্তেজিত হয়ে গালা-গালি করতে গিয়ে বানান ভুল করবেন না। আমরা কমেন্ট করতে আসি না, শুধুমাত্র পড়তে আসি। তাই এমন ভাবে গালা-গালি করুন, যাতে আমাদের পড়তে অসুবিধা না হয়।"
6755,No,অসাধারণ লেখা বস।
6756,Yes,অনেক সুন্দর লিখেছেন
6757,No,ঠিক।একমত।
6758,Yes,"ভাই , হুজুরের **টু মারা খাওয়া অনেক সৈনিক ছাগু , কাঠাল পাতা চিবাইয়া চিবাইয়া গালি দিতে এসেছে .. .."
6759,Yes,বাচ্চাদের মারধর করাটা অমানবিক কাজ।ইউরোপের আর আমাদের ভারত বা বাংলাদেশের পরিকাঠামোর দিক থেকে আকাশ পাতাল তফাৎ আছে।
6760,Yes,"আচ্ছা ভাই অনেকে বলে যে ইউরোপ আমেরিকাকে আমরা যতটা নারীবান্ধব ভাবি ততটা আসলে না, ওইসব দেশে যৌন হয়রানি ধর্ষণ ইত্যাদির হার অনেক বেশি, এগুলা স্ট্যাট দিয়েও দেখায়।আবার এটার বিরুদ্ধে অনেকে বলে মুসলিম প্রধান দেশে আরো বেশি, কিন্তু বের হয়ে আসে না বলে কম মনে হয়। কিন্তু ইউরোপে সবই জানাজানি হয় কোন সংকোচ ছাড়া।আসলে পরিস্থিতিটা কেমন? আপনার মতামত জানতে চাচ্ছি। আর কেউও চাইলে বলিয়েন প্লিজ"
6761,Yes,এই ইন্টার ফেলের কেবল বিয়ে নিয়ে সমস্যা। ফ্রি সেক্স নিয়ে সমস্যা নেই
6762,Yes,"পরিস্কার পরিচ্ছন্ন লেখা, ধধন্যবাদ"
6763,No,"নাস্তিক মানেই বাংলার গ্রাম্য বাবূর্চি!!!তারা যেমন ডাল আর চালকে মিলিয়ে সহযেই সুস্বাদু খিচূড়ী তৈরি করতে পারে...., ঠিক তেমনই নাস্তিকরা কয়েকটা সম্পর্কহীন ইস্যুকে একত্রিত করে সহযেই ধর্মভীরু মানুষকে ধোঁকায় ফেলতে পারে!!!নাস্তিকদের মনে হয় না কোন বাস্তব জ্ঞান আছে!!!কারণ ইতিহাস এবং আদর্শ মানা সভ্য ব্যাক্তি কোনাদিন নাস্তিক নামের পশ্চিমাদের দালাল হতে পারে না!!!!!!"
6764,Yes,সেক্যুলার সমাজের জয় হোক।
6765,Yes,মু সলিম বিদ্বেষ বৃদ্ধি পাওয়ায় কারণ কি ?। যদি কেউ বুঝিয়ে বলেন!
6766,No,উত্তর কোরিয়ার মত শাসন যদি চালু করা হয়সব সোজা হয়ে যাবে একবারে
6767,No,"ইস লামকে ঘৃণা করুন, মুসলিমকে নয়।"
6768,No,গাজওয়াতুল হিন্দ মানে তো বুঝলাম না।
6769,Yes,বিয়ের প্রলোভনে ধর্ষণ টা একটু ব্যক্ষা করবেন কি?
6770,No,সহমত ভাই।
6771,Yes,"হামাস কোন ভাবে জংগী নয়। যদি হামাস জংগী হয়, তবে ইসরাইলি বাহীনি হাজারগুনে বেশি সন্ত্রাসী।"
6772,Yes,"সবসময়ই ইসলাম বিরোধী চিন্তা, হেদায়েতের দোয়া করি।"
6773,Yes,ইসরাইলের মত জঙ্গি রাস্ট্র পৃথিবীর জন্যই ক্ষতিকর।
6774,Yes,আদর।
6775,Yes,বুঝলাম
6776,No,সোনা বাবা
6777,No,একদম সত্য কথা বলছেন
6778,No,সুভকামনা রইল
6779,No,কিউট হাসি
6780,No,পিতার পুত্র
6781,Yes,সত্যি
6782,Yes,ভালোবাসার বাবা.....
6783,No,আমিতো ভেবেছিলাম মানুষের!!!
6784,No,হা হা হা সোনা
6785,No,সঠিক।
6786,No,এটা নতুন কিছু নয়। ১৪০০ বছর আগে নবী মোহাম্মদের এটাই নির্দেশিত পথ। সমগ্র মধ্যপ্রাচ্যে একটা মুসলমান ছিল না। এখন সেখানে অমুসলমান দু:প্রাপ্য জিনিষ। মাঝখানে বৃটিশ রাজত্ব না থাকলে উপমহাদেশের অমুসলমান অনেক আগেই নিশ্চিহ্ন হয়ে যেতো।
6787,Yes,শতাব্দীর সেরা জোকস! নুসরত নাকি অনেকটা অ্যাঞ্জেলিনা জোলির মতো দেখতে এত জঘন্য পর্যবেক্ষণ দেখলে ব্র‍্যাড পিটের ছায়াও দু বার সুইসাইড করবে !
6788,Yes,ভাইজোর্ডনেস কোন মার্গের চলছে ভাবুন একবার!
6789,Yes,সালিশ মানি তালগাছ আমার
6790,Yes,শ্রদ্ধা জানাই।
6791,Yes,শ্রদ্ধা জানাই
6792,Yes,বাবার প্রতি শ্রদ্ধা!!
6793,Yes,অশেষ শ্রদ্ধা
6794,Yes,বিনম্র শ্রদ্ধা ও প্রণাম জানাই
6795,No,বিনম্র শ্রদ্ধা!
6796,No,আনত শ্রদ্ধা।
6797,Yes,শ্রদ্ধা
6798,Yes,বিনম্র শ্রদ্ধা ও নিরন্তর ভালোবাসা
6799,No,অতল শ্রদ্ধা
6800,Yes,শ্রদ্ধা !
6801,Yes,বিনম্র শ্রদ্ধা খালুজানের প্রতি।
6802,No,শ্রদ্ধা ও ভালোবাসা
6803,No,একবুক শ্রদ্ধা বাবার প্রতি।
6804,Yes,প্রণাম
6805,Yes,স্যালুট আপনার বাবাকে
6806,Yes,প্রণাম
6807,Yes,ময়মনসিংহের কৃতি সন্তান ডাঃ রজব আলী
6808,No,এমন তেজস্বী পিতা না হলে কি এমন ওজস্বিনী কন্যা হতে পারে! শ্রদ্ধা জানাই।
6809,Yes,শ্রদ্ধা
6810,Yes,বুঝি। শ্রদ্ধা রইল।
6811,Yes,ভালো লাগল। এমন মানুষ সব সমাজেই দুর্লভ।
6812,Yes,যে সমস্ত বাবারা কন্যাদের বিয়ের কথা না ভেবে উচ্চশিক্ষা ও স্বনির্ভরতার কথা ভাবেন সেই সমস্ত বাবাদের অনেক দোষ ত্রুটিই বোধহয় ইগনোর করা যায়। তসলিমা নাসরিনকে তৈরি করার পেছনে যাঁর অবদান অনস্বীকার্য তাঁকে আমার বিনম্র শ্রদ্ধা।
6813,Yes,শ্রদ্ধা ও প্রণাম এমন মানুষ কে।
6814,Yes,শ্রদ্ধা ও ভালোবাসা...
6815,No,সশ্রদ্ধ প্রণাম জানাই এমন ব্যক্তি কে।
6816,No,শ্রদ্ধা
6817,Yes,শ্রদ্ধা!
6818,Yes,"দ্বিচারিত ব্যক্তি উনি,,"
6819,Yes,দারুণ দিলে
6820,Yes,তাইলে বলতে পারি বোকা ফ্যানের চেয়ে বুদ্ধিমান হেটার ভাল।
6821,Yes,আমি জ্বালাইনা তোমাকে
6822,No,সহমত। অাপনি সঠিক বলেছেন।
6823,Yes,"দিদি, আমারও একই অবস্থা।"
6824,No,আমিও না ....
6825,Yes,সেইম প্রেম হেয়ার।
6826,No,বুবু
6827,No,টুকি
6828,Yes,অনবদ্য
6829,Yes,লোভ+ভয়।
6830,Yes,"'এভারগ্রীন বাংলাদেশ' নামে একটি গ্রুপে কবে যেন কে আমাকে ঢুকিয়ে দিয়েছিল।বেশিরভাগই ধর্মীয় পোস্ট। আল্লাহ, কোরআন, হাদিস, জান্নাত, দোজখ এসবের জাস্টিফাই করা। কমেন্টে হাজার হাজার ইনশাআল্লাহ, আমিন, আলহামদুলিল্লাহ জাতীয় শব্দের বন্যা বয়ে যেত। স্ক্রিনে উদীয়মান হলেই আমি বিজ্ঞানমনস্ক কমেন্ট করতাম। যুক্তি চেয়ে প্রশ্ন করতাম।আমাকে আক্রমণ করতে গিয়ে বেশিরভাগই খিস্তি। কেউ কেউ ভদ্রভাবে ওই মৃত্যুর পরবর্তী জীবন নিয়ে আমার কি ভাবনা, সেটা জানতে চায়। আমি বলি, মৃত্যুর পরবর্তীতে আমার আর ভাবনা করার কোন জায়গা থাকবেনা। বলা আছে, সম্ভব হলে ডেড বডি চিকিৎসাবিজ্ঞানের কাজে লাগানো হবে। এবার মৃত্যুর পরে আমার কি কি হতে পারে, দোযখের আগুনে আমি কিভাবে পুড়বো, সেইসব প্যাঁচাল পাড়তে থাকে। দেখতে আধুনিক, শিক্ষিত মানুষের মত লোকগুলোর দুনিয়ার আজৈরে কথা। তারপর একদিন দেখলাম, তাদের পোস্টে আমার কমেন্ট করার কোন সুযোগ নেই।গ্রুপের মুখে লাথি মাইরা বাইরাই আইছি।"
6831,Yes,ঈশ্বর একটা মৃত্যু আটকে দেখাক তো?
6832,No,ওগুলো মূর্খ।
6833,Yes,অপু যখন বিজ্ঞান আর বিজ্ঞানী ছিল না জন্ম-মৃত্যু তো তখনও ছিল।
6834,Yes,ঠিক বলেছেন
6835,Yes,"পুরুষতন্ত্রের এই চালটাই আশৈশব নারী- পুরুষদের শেখানো হয়, পরিবার থেকে, প্রতিষ্ঠান থেকে ধর্ম থেকে। এটাই নানান ভাবে প্রতিফলিত হয়।"
6836,Yes,ঠিক বলেছো দিদিভাই বেণুবর্ণা অধিকারী ।
6837,Yes,সহমত ।
6838,Yes,সৌজন্যে স্টার জলসা !!
6839,No,বাবরি মসজিদ ভেঙে রাম মন্দির বানায় যে লোক সে তো ইসলামের শএু।তার প্রতি ঘৃণা অাসে।শ্রদ্বা অাসেনা।
6840,No,বাড়ির ছবি দেখে ভেবে নিয়েছিলাম রাসেলকে তৈল মারার কারণে বাড়ি করে দিয়েছে।
6841,Yes,লেখাটা পড়ে বুঝা যায় ভাই প্রথম আলো'র নিয়মিত পাঠক
6842,Yes,ভাইরে ভাই//ভাবলাম ফ্লাটটা কিনছেন কিন্তু পরে তো দেখি
6843,Yes,আরে পাগলা আমি মনে করছি ইভ্যালিতে ব্যবসা করে বিল্ডিংটা আপনি ইভ্যালিরটাকা দে করেছেন
6844,Yes,এই গ্রুপটার নাম দরকার ছিল ইভ্যালি চামসামি গ্রুপ।
6845,Yes,এমনভাবে শুরু করলেন ভাই ভেবেছিলাম ইভ‍্যালি থেকে বাড়ির অফার পেয়েছিলেন এবং ইভ‍্যালি বাড়িটা আপনাকে ডেলিভারি দিয়েছে।
6846,Yes,ছাগল একটা তুই
6847,Yes,হাহাহহাহাহাহহাহাহাহাহাাহহাহা
6848,Yes,ওরে বাটপার! ওরে চিটার!
6849,No,ভাই! আপনি একটা ইভ্যালী!
6850,Yes,মজা পাইলাম ভাই!!!!
6851,No,ভাই খুব ভালো কপি করতে জানেন। ফ্রিল্যান্সারদের খুব কপি করসেন....
6852,Yes,"ভাই বাড়িটার প্লান টা দেয়া যাবে, পছন্দ হলো।।।"
6853,Yes,আমি ভাবছিলাম ইভালি বাড়ি বিক্রয় শুরু করছে।
6854,No,ভাবছিলাম ইভেলি থেকে বাসা বাড়ি পাইছে পরে দেখিএই অবস্থা
6855,Yes,তোকে প্রচুর মারতে হবে
6856,Yes,ওহ নো ফার্স্ট টাইম।
6857,Yes,আপনি ভবিষ্যৎ আনেক বড় লেখক হবেন।
6858,Yes,আমিতো ভাবছিলাম আপনি বাড়ি অর্ডার করছিলেন
6859,No,মজা সবই মজা
6860,Yes,মদন
6861,Yes,আমি বাবছি ইভালিতে বাড়ি ও বিক্রি করে
6862,Yes,আমি প্রথমে ভাবছিলাম রাসেল ভাই কি বাড়ি বিক্রি করে নাকি
6863,Yes,আমিতো ভাবছিলাম ইভ্যালি থেকে ইট কিনে বাড়ি বানাইছেন
6864,No,"আমি তো ভাবছিলাম আপনি কোন কাজ খুজে পাচ্ছিলেননা, শেষ পর্যন্ত ইভ্যালির সাথে যোগাযোগ করে রাজমিস্ত্রীর কাজ পেয়েছেন। এবং আপনার নিজের হাতে করা কাজের ছবিই আমাদের দেখাচ্ছেন।"
6865,Yes,"পালিয়ে বিয়ে করবে, তাই ঘর ছেড়ে এসেছে মেয়ে। কিন্তু ছেলে পালিয়ে বিয়ে করবে না! এখনই বিয়ে করবে না! কিন্তু মেয়ে নাছোড়বান্দা। বিয়ে তাকেই করতে হবে। এখনই করতে হবে। ছেলেটা এখন বিপদে। আমিও বিপদে। কারণ, দুজনই এখন থানায়!মেয়েটার বয়স ১৪! আর ছেলেটার ১৬!"
6866,No,ধন্যবাদ জানাই ইভ্যালিকে এতো সুন্দর বাড়িটি দেখার সুযোগ করে দেওয়ার জন্য
6867,Yes,হালা গরিব
6868,Yes,পাছাই একটা বাড়ী দিতাম
6869,No,দোয়া করি যাতে টয়লেটে গিয়ে বদনা সহ সেলফি ও দিতে পারো ইভ্যালি এর ফোন দিয়ে
6870,No,তর্রমারহ্যেডা
6871,Yes,আমার রাউটার দেয়না ৩ মাস হতে চলল
6872,Yes,ধূর মিয়া আমি ভাবছি ইভ্যলি থেকে ৫০% ছাড়ে বাড়ি কিনছেন
6873,Yes,ভাই আমার রাজমিস্ত্রি লাগবে আমি আমার বাড়ির কাজ করাবো।
6874,Yes,তোরে
6875,Yes,দালাল।
6876,Yes,ভয়তো ঐখানেই যেখানে নেতা আছে
6877,No,এই কথা বলার জন্য কতো দিয়েছে কমপানি
6878,No,"ভাই দালালি করা ছেড়ে দেন, যারা ভুক্তভোগী তারা ভুজে কি জালা, আমকে ১১৭৮৯ টাকার পণ্যের মধ্যে মাত্র ১১৮৯ পণ্য ডেলিভারি দিয়েছে,। আর অর্ডার করলে তিন মাস অপেক্ষা করতে হয় পণ্যের জন্য জন্য, আর পোডাক্ট দিতে না পারলে রিফান্ড এর জন্য আরো তিন মাস, মানে ছয় মাস, পাবলিক এর টাকায় ব্যবসা করে পাবলিকে সুদ দেয় ছয় মাস পর। আপনাদের মত দালালদের কারনে এসব চিটার বাটপারা দেশ থেকে টাকা হাতিয়ে বিদেশে গাড়ি বাড়ি করে সেটেল হয়ে যায়। আর আমাদের মত মানুষরা সরকারের দোষ দিয়ে কিছুটা সস্তি পাই।"
6879,Yes,"দান্দাবাজি করার যায়গা পায় না,৫০০ টাকার প্রডাক্ট দিতে ৬ মাস লাগায়,তাও প্রডাক্ট পায় না,রিফান্ড নিলে সেই টাকা ৩ মাসে আসে না।রাসেল ভাই বা অফিসিয়াল কারর জন্মের ঠিক নাই,ইভ‍্যালি নিয়ে আর কথা বলতে মন চায় না"
6880,Yes,ইভ্যালি একটি প্রতারণা ফাঁদ প্রধানমন্ত্রীর কাছে ও সজীব ওয়াজেদ সাহেবের কাছে এর বিচার চাইজয় বাংলাজয় বঙ্গবন্ধুজয় মেহনতী মানুষের জয়Eআমি জানি রাসেল প্রোডাক্ট ডেলিভারি করে না তার বাস্তব প্রমান আমার কাছে সত্যিই ওরা ডেলিভারি করে না সরকারের আইনের ব্যবস্থা নেওয়া উচিত রাসেল সাহেব অনেক বড় বাটপার প্রতারণার ফাঁদ সবাই ইভ্যালি থেকে দূরে থাকুন। ইভ্যালির কাছে কাস্টমার ভ্যালু নাই আমি অনেকবার সিসি তে কল দিসি মেইল করছি রিপোর্টে ইসু করছি কোনো কিছুতেই কাজ হয়না রিপ্লাই দেয় না প্রোডাক্ট দেয় না সো আমার প্রোডাক্ট না পাইলে আমাদের লাভ কি আমার মনে হয় পড়া না থাকলে ভালো এই ফাঁদে পা দেবে না ওরা না থাকলে খুশি প্রধানমন্ত্রীর কাছে আমার আমার অর্ডার গোলা নিয়ে বিচার চাই অনেক দরিদ্র গরিব অসহায় মানুষ ইভ্যালিতে অর্ডার করছে কিন্তু প্রোডাক্ট পায় নাই এমন লাখো লাখো মানুষ আছে মহামান্য রাষ্ট্রপতি রাষ্ট্রের সুবিধার্থে এর বিচার করবেন এবং রাসেল এবং রাসেল এর ওয়াইফ ওদেরকে শাস্তির আওতায় আনা হোক আল্লাহ হাফেজ আসসালামুয়ালিকুম
6881,Yes,"ইভ্যালি থেকে অর্ডার করে লাভবান হয়নি এই কথা যে বলবে সে মিথ্যাবাদি। লকডাউনে হাজার হাজার ব্যাবসায়ীদের বাচিয়ে রেখেছে।আজ ইভ্যালি যে ৪০০কোটি টাকা লস দেখাচ্ছে সেটা আপনার আমার পকেটেই ঢুকেছে। গত বছর এই সময়ে ইভ্যালিতে প্রথম অর্ডার করে বাজে অভিজ্ঞতার কারনে প্রচুর সমালোচনা করেছি(অফিসিয়াল পেজে এখনো আমার ফেসবুক আইডি ব্লক করা) কিন্তু আজ স্বিকার করছি ইভ্যালি গ্রাহককে শুধু দিয়েই গেছে যার ফলাফল ইভ্যালির ৪০০কোটি টাকার লোকসান।এখন আমাদের ইভ্যালিকে দেয়ার সময় এসেছে। নিজের পকেট থেকে না। অন্তত নেগেটিভ কমেন্ট না করেও ইভ্যালির পাশে থাকা সম্ভব।প্রেইরোটি স্টোর নিয়ে আমরা সমালোচনা করি,অথচ রিয়েল ই-কমার্স ই হল এটা। আমাদের ব্যাক্তিগত জীবনের কেনাকাটাটা এখান থেকে করেও ইভ্যালির পাশে থাকতে পারি। এখান থেকে কিনলে ডিস্কাউন্ট না থাকলেও নগদ পেমেন্ট করে ১০% কমে পাওয়া যাবে।সবার কাছে অনুরোধ থাকবে আপনি ইভ্যালির থেকে ক্ষতিগ্রস্ত না হলে অন্তত অকৃতজ্ঞ হবেন না।বাংলাদেশ সরকারের উচিত ইভ্যালিকে প্রনোদনা দিয়ে হলেও ইভ্যালিকে স্টাবেল রাখা।আপনারা বাজার দর কমাতে পারেননি।নিয়ন্ত্রণ করতে পারেননি। ইভ্যালি পেরেছে। আজ ইভ্যালির জন্য অর্ধেক দামে সব কিছু কেনা সম্ভব হচ্ছে। নিজের বিবেক থেকে পোস্টটি লেখা।আপনিও বিবেক থেকে কমেন্ট করবেন আশা করি।#ইভ্যালি #believeinyou"
6882,Yes,আল্লাহ সাহায্য করুক evaly কে
6883,No,"কোটি টাকার ফেরারি কিনলো কেমনে? ৩০০ কোটি কি অল্প টাকা?? যে ২/৪ মাসে পুসাই নিব। আর লস দিয়ে ব্যবসা রাসেল সাহেব করে নাই।।এমন আকাইম্মা না রাসেল সাহেব।।উনি টাকা পাচার এর ব্যবসা করেছে।সংক্ষিপ্ত আকারে ইভ্যালি প্রসঙ্গ ঃ সাল তখন ২০০৮ নাকি ৯ সাল।অষ্ঠম শ্রেণিতে পড়ি। বড় ভাইয়েরা সবাইকে ব্রেন ওয়াস করে ইউনিপে টু তে ইনভেস্ট করাচ্ছে। আমারে ও ব্রেনওয়াশ করা গেল।।আম্মুকে অনেক বুঝালাম ৮ হাজার টাকা দাও রিক্স খেলি।৮ হাজারে ১৬ হাজার ডাবল টাকা।।এক বড় ভাই এই ভাবে ইনভেস্ট করে অনেক টাকা ইনকাম করেছে। শেষে ১৪ লাখ লস দিয়েছে।।ইউনিপে পালিয়েছে।।আম্মু আমাকে টাকা দেইনি।আমি বেচে গেলাম।আর যারা টপ লেভেলে ইউনিপে এর পদে ছিলো, যারা ব্রেনওয়াশ করতো তারা বনে গেল কোটিপতি অল্প ইনভেস্ট করেই। সারকেলিং সিস্টেমে।। ইভ্যালিতেও সেম কিছু মানুষ উপকৃত হয়েছে।ইভ্যালির ক্ষেত্রে, মার্কেট থেকে ওদের টাকা উঠানোর পলিসি টা একটু ভিন্ন। ডেলিভারি লেইট মানেই একাউন্টে টাকা ঢুকছে, আর আউটপুট (ডেলিভারি) তো কম হচ্ছে।লাভ আর লাভ।আমরা ১০/২০ হাজার টাকা সস্তার জন্য লাখ লাখ টাকা অনিশ্চিত একটা একাউন্টে ঢেলে দিচ্ছি। কেন? কেন?কিছু মানুষ সত্যিই উপকৃত হয়েছে। তা না করলে ইভ্যালি এতো শত কোটি টাকা মার্কেট থেকে তুলতো কিভাবে?? এইগুলা মার্কেটিং পলিসি। সেম যেটা করেছে ইউনি পে। সব মিলিয়ে সরকারের থেকে এখন ইনকোয়ারি হচ্ছে।ফলাফল ইভ্যালি ফকির ! এই রকম যুবক, ইউনি পে, ডেসটিনি SPC মতো অহরহ কোম্পানি আসবে আবার যাবে।।এরা এভাবেই চোখের সামনে মহীরুহ হয়ে সাধারণ মানুষের জীবনের শেষ সম্বল সঞ্চয় নিয়েই উধাও হয়েছে, হবে। কেন যেন কোন এক দৈব শক্তি জনগণের সেই অর্থ আর ফিরিয়ে দেয়ার সুযোগই দেয় নাই।ইভ্যালিও ও সেই পথে লোভ দেখিয়ে মানুষের টাকা দেশের বাইরে পাচার করে ফেলেছে। অনেকে বলছে কেইস হবে মামলা হবে।।কিচ্ছু হবে না।ভি আইপি কারাগারে থাকবে ২/৪ দিন।২/৪ কোটি টাকা খরচ করে দেশ থেকে পালাবে। এই....সোজা হিসাব।মাঝখানে অতী লোভে গলায় ফাস লাগাতে হবে কিছু মানুষের।নিউজ হেডলাইন হবে। যেমন:বউ, স্বামীর টাকা ইভ্যালিতে হারিয়ে ফাস লাগিয়েছে।জামাই বউকে খুন করেছে ইভ্যালির জুয়ায় টাকা হারিয়ে।ইভ্যালির জুয়া খেলায় পথের ভিখারি আজ অমুক তমুক। মনে রাখবেন যেখানেই সস্তা আর ডিসকাউন্ট অফার সেখানেই বাটপারি।"
6884,Yes,"কেন্দ্রীয় ব্যাংকের তদন্ত প্রতিবেদন থেকে জানা যায়, গ্রাহক ও ব্যবসায়ীদের কাছে ইভ্যালীর দেনা বেড়ে ৪০৩.৮০ কোটি টাকায় দাঁড়িয়েছে। অথচ প্রতিষ্ঠানটির বর্তমান সম্পত্তির মূল্য মাত্র ৬৫.১৭ কোটি টাকা।ইভ্যালীর সম্পদ ও দেনার ব্যবধান অস্বাভাবিক হারে বেড়েছে এবং প্রতিষ্ঠানটি পুরনো দেনা মেটাবার জন্য প্রতিনিয়ত নতুন দেনায় জড়িয়ে পড়ছে। ফলে ক্রেতা ও ব্যবসায়ীদের কাছে দেনা বেড়েই চলেছে।"
6885,Yes,"দালালী ছাড়,"
6886,No,কিছু ভো**ই এই পোস্টের নিচেও ইনভয়েস করে।
6887,Yes,yes
