No.,Social_acceptance,Comment
1967,No,"অতি সরলিকরন করে ফেললেন। আপনার মত লোকেরাই এদের মদতদাতা। এত জঙ্গীসংগঠন অন্য কোন সম্প্রদায়ের মধ্যে নেই। কারন এটাই আসমানি কিতাবের নির্দেশ। সারা পৃথিবীকে ইসলামের পতাকাতলে আনতে হবে, সেটা ছলে-বলে- কৌশলে, যেভাবেই হোক।"
1968,No,মডারেট মুসলিমদের এট্রাকশন পাওয়ার চেষ্টায় একধাপ
1969,Yes,"যে কানাডিয়ান (নিহতরাও সবাই কানাডিয়ান নাগরিক) সাদা টেররিস্টটি এই হত্যাকান্ড ঘটিয়েছে ( 'পূর্ব পরিকল্পিত' শব্দ চয়নটি মনে হয় যথাযথ নয়, কারন এটি গাড়ি চালাতে চালাতে মুহুর্তের সিদ্ধান্তে আক্রমণ। হ্যা, তার ইমিগ্রেন্ট/মুসলিম বিদ্বেষ আগে থেকেই ছিল, সে এই হামলার মোটিভ সম্পূর্ণ হেট ক্রাইম সেটাও স্বীকার করেছে, কিন্তু পরিবারটি যে ওই সময়ে ঐখানে রাস্তা পার হবে সেটা বোধহয় আগে থেকে জানা ছিল না। এই তাৎক্ষনিক সিদ্ধান্তের সাথে মাদক/এলকোহল ও জড়িত থাকতে পারে) তার ছোটবেলার বা কোন আত্মীয়ের ইসলামী টেররিজম এর অসহায় শিকার হবার কোন ট্রমা আছে কি না তা কি কেউ জানতে চেয়েছে? জগতে যত লোক লোন উলফ হোয়াইট (রাইটউইং/সুপ্রেমেসস্ট শব্দ ব্যবহার করলাম না, কারন জেনোফোবিক যে কেউ হতে পারে) টেররিজমের শিকার হয়েছে, তার চাইতে কয়েক হাজার গুন সংখ্যাগুরু সমাজের মানুষ শিকার হয়েছে ইসলামী লোন উলফ বা টেরর সেল এর টেররিজমের। শুধু ভীড়ের উপরে ট্রাক উঠিয়ে দেওয়ায় ঘটনাতেই হাজার হাজার সাদা পরিবার এর শিশু এতিম হয়েছে। এদের ট্রমা, ঘৃণার কথাও লেখায় যোগ করা উচিত। পশ্চিমা সভ্যতা উন্নত বলেই সবাই সব ট্রমা হজম করে নেবে, মোমাবাতি জ্বেলে ভিজিল করে চোখের পানি ফেলে সব ভুলে বাসায় চলে যাবে, ঘৃণা পুষে রাখবে না - এমনটা আশা করা বিগট্রি অব হাই এক্সপেকটেশন। এটা হু স্টারটেড দ্য ফায়ার এর প্রশ্ন না, কার্যকারন ব্যাখ্যা ও না, জাস্ট ক্রিয়া প্রতিক্রিয়ার চেইন রিয়াকশনের ব্যবচ্ছেদ।"
1970,Yes,আপনিই তো নতুন ঘৃণার প্ররোচনা দিচ্ছেন? ধর্মবিদ্বেষ উসকে দিয়ে নাস্তিকতাকে প্রমোট করছেন! আর আপনি নিবিড়ভাবে ও নিরপেক্ষ মনে ইসলামকে অধ্যায়ন করুন ইসলামকে জানুন আমার বিশ্বাস কোন ঘৃণা বা বিদ্বেষের নূন্যতম লেশও পাবেন না ইনশাআল্লাহ কারণ ইসলাম মানবতা ও মানবাধিকার সংরক্ষণ ও সুষ্ঠ পৃথিবীর অনন্য ও অন্যতম হাতিয়ার!
1971,No,"আমার দেখা এ সময়ের এ সমাজে সবচেয়ে বেশি বিদ্বেষ ছড়ানো ব্যক্তিটির নাম আসিফ মহিউদ্দিন, তার মুখে ভালোবাসার কথা, হায়রে মানুষ"
1972,No,ওলে ওলে বাবুটা লে… কী নিষ্পাপ!
1973,No,"আসিফ, তোমার তো খুশী হওয়ার কথা। একটু খুনী কে বাহবা দাও,টাকা পাইবা।"
1974,Yes,""" কিন্তু মতাদর্শের সমালোচনা যেন সাধারণ নিরপরাধ মানুষের প্রতি ঘৃণায় পরিণত না হয়।"" এই বাক্যের কতটুকু আপনি অতীতে নিজে পালন করেছেন বা এখন করেন?"
1975,Yes,সমস্যার সূতিকাগারে গিয়ে চিকিৎসা করা ছাড়া এর সমাধান নাই। ইট মারলে তো কেউ না কেউ পাটকেল মারবেই। যদিও এই অমোঘ সত্যটা মেনে নিতে পারবেন না।
1976,No,"আমাদের মুসলমানদের ধর্মগ্রন্থ পবিত্র কোরআন কর্তৃক 'বিধর্মী বিদ্বেষ' স্বীকৃত! ফলশ্রুতিতে, আমাদের আচার-আচরণের মধ্যে এই বিদ্বেষ প্রায়ই দৃষ্টিগোচর হয়!বিধর্মীদের ধর্মগ্রন্থ কর্তৃক 'মুসলিম বিদ্বেষ' স্বীকৃত নয়! তারপরও আমাদের আচার-আচরণ'ই তাঁদের মধ্যে আমাদের প্রতি ঘৃণার জন্ম দিচ্ছে।"
1977,Yes,ইন্না লিল্লাহি ওয়া ইন্না ইলাইহি রাজিউন'
1978,Yes,এই ব্যাপারটা আরও একটা ৯/১১এর জন্ম দিতে পারে অনায়াসেই
1979,No,"ঘৃনার এই ইতিহাস বহু পুরনো, প্রতিহিংসা আর প্রতিশোধ এর ইতিহাসটাও তাই, এটাকে বদলানো অসম্ভব।"
1980,No,তসলিমায় বলুন আর অন্য নাস্তিকি বলুন অন্য কোনো ধর্মের কেও দোষ করলেও এরা ঘুরিয়ে ফিরিয়ে মুসলমানদের এট্যাক করবে।
1981,No,কত সহজ-সরল ভাবে জঙ্গির থিওরিটা আপনি ব্যাখ্যা করলেন বোম পরল পুলিশ নিরীহ দের ধরল অমানবিক টর্চার করল পরিবারটি জঙ্গি হয়ে গেল
1982,No,এই ধর্ম হচ্ছে সকল অধর্মের মূল
1983,Yes,অনেক দিন পর একটা সঠিক যুক্তিযুক্ত বিজ্ঞানসম্মত লেখা পেলাম।ভালো।
1984,Yes,নিহত পরিবারের জন্য সমবেদনা রইলো। পাশাপাশি ধর্মের দোহাই দিয়ে মানুষ হত্যা বন্ধ করার জন্য সকল জঙ্গি মামাদের অনুরোধ করছি। আর যদি অনুরোধ না মানেন তবে রাষ্ট্রের প্রচলিত আইনে ব্যাবস্থা নেওয়ার জন্য নীতি নির্ধারকদের প্রতি আহবান রইল।
1985,No,জগতে শত্রুতার দ্বারা শত্রুতা দমন করা যায় না মিত্রতার দ্বারাই শত্রুতা জয় করতে হয়।বুদ্ধ।
1986,No,তুই একটা নাস্তিক
1987,No,আসিফ মহিউদ্দিন বড় মাপের ছাগল হলেও আজকের স্টেটাসে কিছু বিচক্ষণতা দেখিয়েছেন... তবে ঘুরিয়ে পেচিয়ে ইসলাম মুসলিম আলেম-ওলামাদের বিরুদ্ধে মিথ্যা প্রোপাগান্ডা অব্যাহত রেখেছেন যা খুবই দুঃখজনক!
1988,Yes,ধর্ম হচ্ছে মানুষের আধ্যাত্মিক ক্ষুধা নিবারণে। মানবিক পৃথিবী গঠনে। আর ধর্মীয় উদ্মাদ কাল হলো। মানুষ হয়েও ধর্মের নামে হিস্র জঘন্য কাজ করি।
1989,Yes,সুন্দর একটা লেখা পড়লাম
1990,No,এ সকল জঙ্গিদের গুরু কে?
1991,No,প্রতিটি হত্যাকাণ্ডের নিন্দা জানানো সভ্য সমাজের কর্তব্য। কিন্তু একটা ব্যাপার একটু মনে করিয়ে দিতে বাধ্য হচ্ছি যে বাস্তবতা হচ্ছে কোনো অমুসলিম যখন কোন মুসলমানকে হত্যা করে তখন সে ইসলামভীতি অর্থাৎ ইসলামোফোবিয়ায় আক্রান্ত হয়ে সেই হত্যাকাণ্ড চালায়। সে তার নিজস্ব মুক্ত মতবাদকে ইসলামের আগ্রাসন থেকে বাঁচানোর জন্য সেই হত্যাকাণ্ড চালায়। যদিও হত্যা করাকে কোন ক্ষেত্রেই সমর্থন করা যায়না কিন্তু পরোক্ষেভাবে এসবের জন্য ইসলাম নিজেই দায়ী কারণ কোনো অমুসলিম অর্থাৎ হিন্দু অথবা খ্রিস্টান বর্তমান সময়ে পৃথিবীজুড়ে খ্রিস্টান অথবা হিন্দুসাম্রাজ্য স্থাপনের অলীক স্বপ্ন দেখেনা। বর্তমান পৃথিবীতে আপনি শতকরা 5 ভাগ হিন্দু অথবা খ্রিস্টান পাবেননা যারা যীশুর পুনরুত্থান অথবা কল্কি অবতারের আগমনের বিশ্বাস করে। কিন্তু এই পৃথিবীতে শতকরা 85 ভাগ মোমিন বিশ্বজুড়ে ইসলামিক সাম্রাজ্য স্থাপন এবং ইমাম মাহাদীর আগমনের অদ্ভুত স্বপ্ন দেখে।
1992,No,"পৃথিবীর সকল ধর্মের মানুষ(মুসলিম ছাড়া) তাদের নিজ নিজ ধর্মের নৃশংসতা ও গোঁড়ামি থেকে বেড়িয়ে আসার জন্য যখন নিজ নিজ ধর্মের বিরুদ্ধে বিক্ষোভ দেখাচ্ছে ঠিক তখনই মুসলিম ধর্মাবলম্বী মানুষ গুলো ইসলামের নৃশংসতা, অন্য ধর্মের মানুষ কে হত্যা ও গোঁড়ামি টা নিয়ে ন্যায় ও শ্রেষ্ঠত্ব দাবী করে নিজেরা গৌরবান্বিত হচ্ছে।।। বর্তমান পরিস্থিতির জন্য মুসলিমরাইদায়ী"
1993,No,"যে ব্যক্তি এই জঘন্য , অক্ষমাযোগ্য ঘটনা ঘটাইছে তার পরিচয় এখনো পাইনি ? তার ফাঁসি চাই"
1994,No,যতদিন ধর্ম থাকবে ততদিন ধর্মিয় বিদ্বেষ থাকবে।
1995,Yes,আপনার দৃষ্টিভঙ্গি কি একটু নিরেপক্ষ হচ্ছে!
1996,No,"বিশ্বে নাস্তিকের সংখ্যা ১৪% অইছে এবং প্রতিদিন বাড়ছে । এখন তাদের জন্য দরকার একটি পতাকা বা ঝান্ডাওয়ালা একটা ঘর বা বিল্ডিং, যেখানে তারা মিটিং বা বক্তৃতা করতে পারবে । তারপর দরকার একটি বিধিমালা বা বই বা নাস্তিক গ্রন্থ , যাতে লিখা থাকবে তারা কি করবে বা কি করতে পারবে না, আস্তিক বা নাস্তিকদের কি রকম আচরণ করতে হবে,,,,,, , , ইত্যাদি আর কি ।"
1997,No,এসব হত্যাকাণ্ডের ইন্ধনে আপনাদের অল্প হলেও একটু অবদান আছে
1998,No,চমৎকার লিখেছেন। ধর্মীয় পরিচয়ের জন্য যেকোন ধরণের হত্যা সমাজে শুধু ঘৃণা ও বিদ্বেষের বীজ বপন করবে।
1999,No,"এসব সহিংসতা মৃত্যুর হার বাড়িয়ে পৃথিবীর পরিবেশের ভারসাম্য রাখে, তাই এসব খুনাখুনি সৃষ্টির প্রথম থেকে ছিল, এখনো চলবে, না মরলে পৃথিবী একদিন ব্লাকহোলে ডুবে যাবে, তাই এসব খুনাখুনি দরকার আছে --++ , বিজ্ঞানের জোরে সব মেয়ে যদি ১০-১৫ টা করে পয়দা করা শুরু করে তাইলে তো আরো খবর আছে"
2000,No,ঢিলটি মারলে পাটকেলটি খেতে হয় । এবার যদি মুসলিমদের হুশ হয় ।
2001,No,ঠিক বলেছেন ভাইয়া এগুলা হচ্ছে ইহুদি জঙ্গী
2002,No,"দাদা আপনি এত্তবড় যুক্তিবাদি,কৈ একবারওতো খ্রিষ্টান জঙ্গিবাদি বল্লেননা,ভন্ডামি বাদ দেন দাদা।"
2003,No,একটু তেলতেলে লাগলো।
2004,Yes,যেসব ধর্মের সামাজিক আচার অনূষ্ঠান আছে সেসব ধর্মের ধর্ম পরিচয়কে কিভাবে ব্যাক্তিগত পরিসরে সীমাবদ্ধ রাখা যাবে।
2005,No,সস্তা লেখা
2006,Yes,তারা জন্মদেয় বলেই তারা মা।
2007,Yes,অসাধারন লেখা।।
2008,Yes,কথাগুলো বাস্তব। তবে মেয়েদের সতর্ক থাকা উচিৎ
2009,No,"উল্টো ঘটনাও দেখা যায়। কোন ছেলে যদি মন পরিবর্তন করে তখন 'বিয়ের প্রলভনে ধর্ষণ' করার অভিযোগে থানায় কত শত মামলা আছে খতিয়ে দেখবেন। আসল সমস্যা হলো, এসব সম্পর্কে কোন সম্মান থাকে না। তাই এমন সংকট দেখা যায়। সম্মান থাকলে সম্পর্কের অবস্থা যাই হোক কেউ নোংরামি করবে না।"
2010,Yes,"খুব সুন্দর কথা বলেছেন, দাদা।কি জানেন তো, যাদের সাথে এমন ঘটনা ঘটে তারা সত্যি মানুষের চেহারায় কিছু নিকৃষ্ট জীবের ছবি দেখতে পায়।"
2011,Yes,"এর সাথে একটি কথা জুড়ে দিলে ভালো হতো, মেয়েদের অনলাইন কাউকে বিশ্বাস করা ঠিক না। অনলাইনে কিংবা অফলাইন কোথাও এমন কোনো কথা লেখা, বলা, ছবি দেওয়া ঠিক না। কেননা আমরা আজকাল এসব ক্রাইম খুব বেশি দেখতে পাচ্ছি। আর ভুগতে যদি মেয়েদের হয়, তাহলে সাবধান তারাই হক। এতে যদি প্রেমিক না জোট তাহলে দরকার নেই।"
2012,Yes,পাপ যত পুরুষেই করুক না কেন!সমাজ কলঙ্ক নারীকেই দিবে৷আসলে সমাজ ব্যবস্থাটাই এমন দাড়িয়েছে যে পরিবর্তন আনতে গেলে হয়তো আমার মত সাধারণ মেয়েদের নোংরা গালাগাল আর এসিডে জলসে যাওয়া বিকৃত মুখ নিয়ে আত্মহত্যা করে বসে৷কিচ্ছু বলা যাবে না চুপচাপ দেখে যাওয়া ছাড়া৷
2013,Yes,আর ছেলেরা মন পরিবর্তন করলে যে ধর্ষণ মামলা দেয়..সেটার কি হবে
2014,No,বাংলাদেশ এমন একটা দেশ যেখানে একটা পুরুষ একাধিক বিয়ে করলে সমস্যা নাই। কিন্তু একটা মেয়ে একাধিক প্রেম করলেই সে বেশ্যা!
2015,Yes,একদম ঠিক কথা
2016,No,"মেয়েরা আমাদের সমাজে,পরিবারে,কর্মস্থলে অবহেলিত। এর থেকে পরিত্রাণ পাওয়ার উপায় কি?"
2017,Yes,এই নোংরা লোকটার নাম রাজিবুর রহমান ওরফে প্রমিথিউস ওরফে হাল্লাজ মনসুর। সমাজতান্ত্রিক ছাত্রফ্রন্ট করে। এবং এইসব কাজে তাকে সাহায্য করে বিবি হাওয়া নামক এক মহিলা।
2018,Yes,তোমরা ব্যাভিচারের ধারে কাছেও যেও না। এই একটা আয়াতই যথেষ্ট এই সমস্যার সমাধানের জন্য।
2019,Yes,ধন্যবাদ প্রিয়।
2020,Yes,"চমৎকার উপস্থাপন আসিফ ভাই,ধন্যবাদ আপনাকে আমার মনের কথাগুলোই বলেছেন।"
2021,Yes,"চমৎকার উপস্থাপন আসিফ ভাই,ধন্যবাদ"
2022,No,"মেয়েদের প্রতি আপনার এত আবেগ কেন/?,কত মেয়ে যে প্রেমের নাটক করে হাজার হাজার ছেলের জীনগত ধ্বংস করে দেয়,সেটা নিয়ে আশা করি কিছু বলবেন।"
2024,Yes,"‘যদি তোমরা আল্লাহকে ভয় করো, তবে তোমরা পরপুরুষের সঙ্গে কোমল কণ্ঠে এমনভাবে কথা বলো না, যাতে যার অন্তরে ব্যাধি আছে সে প্রলুব্ধ হয়।’ (সুরা : আহজাব, আয়াত : ৩২)"
2025,Yes,একদম সত্যি
2026,No,"সমস্যাটার কারনও মেয়রাই। ওনাদের অনেক ছেলে পেটে ত ধরে, কিন্তু তাকে নিতীশিক্ষা দিয়ে বড় করে না। অন্তত্য নারীর মূল্য বোঝার মত একটু সাধারন জ্ঞান যদি মায়েরা বাধ্যতামূলকভাবে দিত তবে এমন দূর্দিন আমাদের দেখতে হত না। বাবারাও এটা পারেন কিন্তু অনেক বাবা ত তার নিজের মেয়ে ব্যতিত অন্য নারীর মূল্যই বোঝেন না। অতএব মায়েদের অর্থাৎ প্রতিটা মেয়ের এমন সঙ্কল্প থাকা উচিৎ যে আমার ছেলেক আমি নারীর মূল্য ও নীতিশিক্ষা দিবই নতুবা সন্তান জন্মদান হতে বিরত থাকব।"
2027,Yes,চমৎকার উপস্থাপন
2028,No,"আচ্ছা আসিফ ভাই, কোন ছেলে যদি শরীর ভোগের পর সেই মেয়েকে ছেড়ে দেয় আর মেয়ে ধর্ষণ মামলা ঠুকে দেয় তাহলেও কি আপনার ষ্ট্যান্ড সেম থাকবে?"
2029,No,প্রতিটি মানুষের শরীরই নিজের নিকট উলংগ। তবে মানুষ কেন পোষাক পড়ে? @ আসিফ গং সহ সকল নারী বাদী গন জানিয়ে বাধিত করবেন কি!
2030,No,আসিফ ভাই সবকিছু কিছু ঠিক আছে! ইসলামে নারীর যে মযাদা দিসে তা নিয়ে একদিন লিখুন। আর দয়াকরে কালিমা পড়ে ইমান আনুন একত্ববাদী আল্লাহর উপর৷ তারপর লিখেন ভালো লাগবে৷ মানুষ উপকৃত হবে।
2031,Yes,"প্রয়োজনীয় একটি লেখা। সব মেয়েদের পড়া উচিৎ। নিজেকে নিজে সম্মান করতে হবে। চরিত্র শারিরীক নয়, মনের বিষয়। একজনের চিন্তার বিষয়।"
2032,Yes,শতভাগ সত্য
2033,Yes,চির পুরাতন আবার চির নতুন এ কথাগুলো।বহুবার শোনার পরেও ভালো লাগলো।ধন্যবাদ সহমর্মিতার জন্য।
2034,Yes,উল্টাও হয় ভাইজান। ছেলেটি আর মেয়েটিকে পছন্দ করছে না। ধর্ষণ মামলা দিয়ে দাও।
2035,Yes,মেয়েটির সাথে যা ঘটেছে তা খুবই দুঃখজনক। আমি ধিক্কার জানাই এই ঘৃণ্য চরিত্রের হায়েনা রূপী মানুষদের।
2036,Yes,কপি করে নিলাম
2037,No,"ফাঁপা, সাবস্ট্যান্স বিহীন কিছু কথা। সন্তান জন্মদান, মায়ের জাত এসব গান্ডুদের লজিক। কারো ক্ষতি না করার জন্য ব্যাসিক মানবিকতা থাকা লাগে। মায়ের জাত দোহাই দিয়ে এদের আটকানো যাবেনা।"
2038,No,আজকে এক ভাতিজার পার্সোনাল ছবি কে যেন আপলোড করে দিছে!বাই দ্যা ওয়ে ছবি গুলো জুশ হইছে
2039,No,মেয়ের শরীর দেখে ফেললে সে পাপিষ্ঠা তার মর্যাদা হারিয়ে গেছে সে ভ্রষ্টা এমন ধারণা দূর করতে হলে স্কুল থেকেই শিক্ষা কারিক্রমে তা অন্তর্ভুক্তি দরকার। যেহেতু ডিজিটাল প্রযুক্তি সব ছেলেমেয়েরা এখন ব্যাবহার করে।
2040,No,"সবজায়গায় নারীকে বানানো হয় ভিক্টিম। আর পুরুষকে ক্রিমিনাল। কোনো ছেলে যখন মেয়েকে ছেড়ে দেয় তখন আবার ঐ ছেলেটাকেই লুইচ্চা, নারীদেহভোগকারী, ধর্ষক বলে ট্যাগ লাগানো হয়। তখনো পুরুষকে বানানো হয় ক্রিমিনাল। নারী অধিকার প্রতিষ্ঠার নামে বিষাক্ততার চর্চা করা হচ্ছে।"
2041,Yes,"লেখাটা খুব সুন্দর। জাস্ট একটা ইনফরমেশন ঠিক করে দেই। প্রভার ভিডিও ওই ছেলে ভাইরাল করে নি। সঙ্গত কারণে নাম উল্লেখ করতে পারছি না। বাট অভিনয় করেন এমন একজনই আমাকে জানিয়েছিলেন যে, প্রভা ভুলে ওর মোবাইল শ্যুটিং সেটে ফেলে চলে এসেছিল। এরপর ও যখন আগের এনগেজমেন্ট ভেঙে অপূর্বর সাথে পালিয়ে যায় তখনই ওর ভিডিও ভাইরাল করে দেয়া হয়। প্রভার পাশে লিটারেলি সবাই ছিল। মিডিয়ার বিগশটরা ওর পাশে দাঁড়িয়েছিল তখন, যেটা একদম ঠিক কাজ ছিল। কিন্তু ওই ছেলেই পালিয়ে বাঁচছে। সবাই ভেবেছে ওই দোষী। রিউমার আছে যে, আমাদের চেনাজানা এক নারী পরিচালকের হাত আছে ভিডিও ছড়ানোর পিছনে। এখানে ভিক্টিম দুইজনই।"
2042,Yes,অনেক বেশি সুন্দর!
2043,No,ধ্রুব সত্য যে নারী তোমরাই জন্ম দিতেপারো। ধন্যবাদ।
2044,Yes,একদম সহমত কমরেড
2045,Yes,"নিশ্চয় এটা অশ্লীল কাজ এবং মন্দ পথ। ’ –সূরা আল ইসরা: ৩২ইমাম কুরতুবি (রহ.) বলেন, ‘উলামায়ে কেরাম বলেছেন, ‘ব্যভিচার করো না’-এর চেয়ে ‘ব্যভিচারের কাছেও যেয়ো না’ অনেক বেশি কঠোর বাক্য।"
2046,Yes,"এই লেখাটার সাথে কিছুটা দ্বিমত পোষণ করেই বলছি অনেক মেয়েই স্রেফ আরেকটু বেটার পাবার লোভে তার দীর্ঘদিনের প্রেমের সম্পর্ক ছিন্ন করে চলে যেতে একবারও ভাবে না লোভের বশবতি হয়ে যাকে সে লাথি মেরে ফেলে চলে যাচ্ছে তার মানসিক অবস্থা কি হতে পারে?সে অন্য সংসারে গিয়ে সুখে দিন কাটায় ,ভুলেও ফিরে তাকায় না তার ফেলে আসা দীর্ঘদিনের মানুষটা দিকে। সুনির্দিষ্ট অভিযোগ থাকলে আলোচনার মাধ্যমে পরস্পর পরস্পরকে ছেড়ে দিতেই পারে কিন্তু প্রতারনা করে------।"
2047,No,"নাস্তিক্য বক্তব্য : শোনো মেয়েরা, তোমাদের সম্মান তোমাদের শরীরে নয়। সিদ্ধান্ত : অতএব তোমরা শরীর খুলে ন্যাংটা হয়ে বেড়ালেও তোমাদের সম্মান কমবে না। মন্তব্য : নাস্তিকতা নারীদেরকে জনসমক্ষে ন্যাংটা করে মহাসম্মানে ভূষিত করেছে। নাস্তিক: এসো নারী, খোলো শাড়ি, যাতে তোমার সম্মান বাড়াতে পারি।"
2048,No,"ভাই সবই বুঝলাম।এখন কথা হচ্ছে আপনি এই লেখায় একজন নারী কে ""মা"" হিসেবে যতোটা সম্মান করেছেন,মানুষ হিসেবে কিন্তু করেননি।শেষের লাইনটা যদি ব্যাখ্যা করা যায়,তাহলে এটাই দাঁড়ায়,মেয়ে মানুষ জন্ম দিতে পারে বলেই সভ্যতার সৃষ্টি,আর তাই মেয়েকে সম্মান করুন,তাইতো।আসিফ সাহেব,যেসব মেয়েরা সন্তান জন্ম দানে অক্ষম তাদের ব্যাপারে কি বলবেন?নতুবা যেসব মেয়েরা নূপুংশ স্বামীর সংসার করছেন,তারা কি সভ্যতার অংশ নয়?,কিংবা যে মেয়ে আজীবন বিয়েই করেনি বা আদৌ বিয়ে করবেনা,তাহলে সমাজের চোখে তাদের অবস্থান কি?বলা যায় আপনার দৃষ্টিতে এই তিন ধরণের নারীর অবস্থান কি?শুধু ""মা"" হওয়ার যোগ্যতা আছে বলেই,তাদের নিয়ে গুনকীর্তণ গাইবেন,এটাই বা কেমন কথা!"
2049,No,মেয়েদের ও উচিৎ ভিডিও করে ফাঁস করে দেওয়া।
2050,No,"যে ছেলে মেয়েদের ঘনিষ্ঠ ছবি ছেড়ে দেয়, বোঝাই যায় তার পোদে কেন লাত্থি মেরে চলে গেছে মেয়েটা।যাওয়াই উচিৎ, আরো উচিৎ জেলের ঘানি টানানো।"
2051,Yes,"এমন বেশ্যা খেতাব আমিও পেয়েছি।তবে নিজের ভিডিও নিয়ে নয় অন্য কোন নারীর মুখাবয়ব আমার মত অনেকটা মিলে যাওয়ায় আমি এমন খেতাব পেয়েছি।আমি গ্রামের মেয়ে।অনেক কথাও হয়েছে এই নিয়ে, পুলিশ জানাজানিও হয়েছে।কে যে দেখেনি তা বলা মুশকিল।কিন্তু সবাই বলেছে ইহা নাকি আমিই।আবার অনেকে ইহার প্রতিবাদও করেছে।আমি প্রথমে খুব হতাশ আর কষ্ট দুটোই পেয়েছিলাম। পরে আর ঘরে বসে থাকিনি।নিজে আচলে মুখ ঢাকিনি,স্বাধীনভাবে ঘরের বাইরে গেছি,চাকরি করেছি,টিউশনি করেছি।মানুষ দেখে অনেক কিছুই বলেছে শুধু শুনেছি,অনেকে অনেক খারাপ ইঙ্গিত করেছে দেখেছি। আমার কোন বা....ছিড়তে কেউ পারেনি।যার সঙ্গে অ্যাফেয়ার ছিল তাকেই বিয়ে করেছি।এক কন্যা সন্তানের মা হয়েছি।যে আমার এই সমস্যা তৈরী করেছিলো তার সামনে দিয়েই স্বামী সন্তান নিয়েই মাথা উঁচু করে বাবার বাড়ি যাই আসি।ভালো আছি,সম্মানকে এতটুকু মাটিতে মিশতে দেই নাই।"
2052,Yes,দারুণ লিখেছেন।
2053,Yes,আসিফ ভাই চমৎকার উপস্থাপন
2054,Yes,"দেখুন এই দিক দিয়ে আমাদের দ্বীন কতো ভালো ,১।আমরা হারাম রিলেশন কে সমর্থন ই করিনা, আর কোনো স্বামীই ওর স্ত্রীর ছবি ভাইরাল করার সাহস করবেনা২। যদি কেউ ভাইরাল করেও তাও ইসলামী আদালত অনুযায়ী তার বড় ধরনের শাস্তি থাকবে৩। যদি কেউ ভাইরাল করেও তাও এসব ছবি কেউ দেখবে না, কারন আমাদের শরীয়তে অপ্রয়োজনে গাইরে মাহরাম এর দিকে তাকানোই জায়েজ নাই , সেখানে নূডস তো দূরের কথা"
2055,Yes,"রাজধানীর বাড্ডা এলাকা থেকে আজ দুপুরে সাইবার পর্নগ্রাফি ও ব্ল্যাকমেইল এর অভিযোগে পরিচালক ও অভিনয় শিল্পী আটক।ডিএমপির সাইবার অপরাধ তদন্ত বিভাগ আজ বেলা ২ টায় পরিচালক সুজন ও মডেল নাদিয়া নামে দুজন কে সাইবার পর্নগ্রাফি ও ব্ল্যাকমেইল এর অভিযোগে গ্রেফতার করে। বেশ কিছু দিন আগে সুজন বড়ুয়া (৪৩) নামের একজন ফিল্ম মেকার উঠতি মডেল নাদিয়া প্রিয়া (২১) কে একজন প্রযোজক এর সাথে পরিচয় করিয়ে দেয়। এই পরিচয়ের প্রেক্ষিতে প্রযোজক ও নাদিয়ার সাথে ঘনিষ্ঠ সম্পর্ক গড়ে উঠে। কিন্তু নাদিয়া কৌশলে প্রযোজক এর গোপন ভিডিও ধারণ করে রাখে। এর মাস খানেক পর থেকে একটি ফেসবুক আইডি থেকে উক্ত ভিডিও দিয়ে ৬০ লাখ টাকা ও ফ্ল্যাট দাবী করে প্রযোজককে ব্ল্যাকমেইল করা শুরু হয়। এহেন অভিযোগের ভিত্তিতে সিটি-সাইবার ক্রাইম ইনভেস্টিগেশন ডিভিশনের সিনিয়র এসি ধ্রুব জ্যোতির্ময় গোপ এর নেতৃত্বে একটি দল উক্ত কাজে জড়িত নাদিয়া প্রিয়া ও সুজন বড়ুয়াকে আজ দুপুরে ঢাকার বাড্ডা এলাকা থেকে গ্রেফতার করে।গ্রেফতারকৃতদের কাছে থেকে প্রাপ্ত ডিভাইস এ ব্ল্যাকমেইলকৃত আইডি ও ভিডিও উদ্ধার করা হয়।প্রাথমিক জিজ্ঞাসাবাদে গ্রেফতারকৃতরা তাদের অপরাধের কথা স্বীকার করে। এই বিষয়ে ভাটারা থানার মামলা নং ৫, তারিখ ০৩/০৩/২০২১ ডিজিটাল নিরাপত্তা আইন, ২০১৮ এর ২৫/২৯/৩৫ তৎসহ পর্নোগ্রাফি নিয়ন্ত্রন আইন, ২০১২ এর ৮(১)/৮(২)/(৩) ধারাতে রজু হয়।"
2056,No,স্বর্ন যতো পোড়ানো হয় তত‌ই খাঁটি হয় ।ইহুদীরা ১৪০০ বছর ধরে মুসলিম ও খৃষ্টান জাতির অত্যাচারে পুড়তে পুড়তে খাঁটি হীরায় পরিনত হয়েছে।
2057,No,তোমাকে বালতি ভরতি গো মূএ সেবন করানো হোক
